Id,Time[ns],0:UART: RX/TX
8013,12194903000.00000000000000000000,A
8014,12194993000.00000000000000000000,l
8015,12195082000.00000000000000000000,l
8016,12195172000.00000000000000000000,o
8017,12195261000.00000000000000000000,c
8018,12195351000.00000000000000000000,a
8019,12195441000.00000000000000000000,t
8020,12195530000.00000000000000000000,e
8021,12195620000.00000000000000000000,d
8022,12195709000.00000000000000000000, 
8023,12195799000.00000000000000000000,8
8024,12195889000.00000000000000000000,1
8025,12195978000.00000000000000000000,7
8026,12196068000.00000000000000000000,6
8027,12196157000.00000000000000000000, 
8028,12196247000.00000000000000000000,a
8029,12196337000.00000000000000000000,t
8030,12196426000.00000000000000000000, 
8031,12196516000.00000000000000000000,0
8032,12196605000.00000000000000000000,x
8033,12196695000.00000000000000000000,8
8034,12196785000.00000000000000000000,1
8035,12196874000.00000000000000000000,c
8036,12196964000.00000000000000000000,5
8037,12197053000.00000000000000000000,a
8038,12197143000.00000000000000000000,0
8039,12197233000.00000000000000000000,0
8040,12197322000.00000000000000000000,0
8041,12197412000.00000000000000000000,[0D]
8042,12197501000.00000000000000000000,[0A]
8043,12197914000.00000000000000000000,a
8044,12198003000.00000000000000000000,t
8045,12198093000.00000000000000000000,h
8046,12198182000.00000000000000000000,r
8047,12198272000.00000000000000000000,_
8048,12198362000.00000000000000000000,g
8049,12198451000.00000000000000000000,m
8050,12198541000.00000000000000000000,a
8051,12198630000.00000000000000000000,c
8052,12198720000.00000000000000000000,_
8053,12198810000.00000000000000000000,r
8054,12198899000.00000000000000000000,i
8055,12198989000.00000000000000000000,n
8056,12199078000.00000000000000000000,g
8057,12199168000.00000000000000000000,_
8058,12199258000.00000000000000000000,a
8059,12199347000.00000000000000000000,l
8060,12199437000.00000000000000000000,l
8061,12199526000.00000000000000000000,o
8062,12199616000.00000000000000000000,c
8063,12199706000.00000000000000000000, 
8064,12199795000.00000000000000000000,A
8065,12199885000.00000000000000000000,l
8066,12199974000.00000000000000000000,l
8067,12200064000.00000000000000000000,o
8068,12200154000.00000000000000000000,c
8069,12200243000.00000000000000000000,a
8070,12200333000.00000000000000000000,t
8071,12200422000.00000000000000000000,e
8072,12200512000.00000000000000000000,d
8073,12200602000.00000000000000000000, 
8074,12200691000.00000000000000000000,2
8075,12200781000.00000000000000000000,0
8076,12200870000.00000000000000000000,4
8077,12200960000.00000000000000000000,8
8078,12201050000.00000000000000000000, 
8079,12201139000.00000000000000000000,a
8080,12201229000.00000000000000000000,t
8081,12201318000.00000000000000000000, 
8082,12201408000.00000000000000000000,0
8083,12201498000.00000000000000000000,x
8084,12201587000.00000000000000000000,8
8085,12201677000.00000000000000000000,1
8086,12201766000.00000000000000000000,c
8087,12201856000.00000000000000000000,b
8088,12201946000.00000000000000000000,c
8089,12202035000.00000000000000000000,0
8090,12202125000.00000000000000000000,0
8091,12202214000.00000000000000000000,0
8092,12202304000.00000000000000000000,[0D]
8093,12202394000.00000000000000000000,[0A]
8094,12502901000.00000000000000000000,H
8095,12502991000.00000000000000000000,O
8096,12503081000.00000000000000000000,N
8097,12503170000.00000000000000000000,E
8098,12503260000.00000000000000000000,Y
8099,12503349000.00000000000000000000,B
8100,12503439000.00000000000000000000,E
8101,12503529000.00000000000000000000,E
8102,12503618000.00000000000000000000, 
8103,12503708000.00000000000000000000,-
8104,12503797000.00000000000000000000,-
8105,12503887000.00000000000000000000,-
8106,12503977000.00000000000000000000,-
8107,12504066000.00000000000000000000,>
8108,12504156000.00000000000000000000, 
8109,12504245000.00000000000000000000,S
8110,12504335000.00000000000000000000,2
8111,12504425000.00000000000000000000,7
8112,12504514000.00000000000000000000, 
8113,12504604000.00000000000000000000,P
8114,12504693000.00000000000000000000,H
8115,12504783000.00000000000000000000,Y
8116,12504873000.00000000000000000000, 
8117,12504962000.00000000000000000000,M
8118,12505052000.00000000000000000000,D
8119,12505141000.00000000000000000000,I
8120,12505231000.00000000000000000000,O
8121,12505321000.00000000000000000000,[0D]
8122,12505410000.00000000000000000000,[0A]
8123,12505527000.00000000000000000000,S
8124,12505616000.00000000000000000000,e
8125,12505706000.00000000000000000000,t
8126,12505795000.00000000000000000000,t
8127,12505885000.00000000000000000000,i
8128,12505975000.00000000000000000000,n
8129,12506064000.00000000000000000000,g
8130,12506154000.00000000000000000000, 
8131,12506243000.00000000000000000000,D
8132,12506333000.00000000000000000000,r
8133,12506423000.00000000000000000000,o
8134,12506512000.00000000000000000000,p
8135,12506602000.00000000000000000000, 
8136,12506691000.00000000000000000000,C
8137,12506781000.00000000000000000000,R
8138,12506871000.00000000000000000000,C
8139,12506960000.00000000000000000000, 
8140,12507050000.00000000000000000000,E
8141,12507139000.00000000000000000000,r
8142,12507229000.00000000000000000000,r
8143,12507319000.00000000000000000000,o
8144,12507408000.00000000000000000000,r
8145,12507498000.00000000000000000000,s
8146,12507587000.00000000000000000000,,
8147,12507677000.00000000000000000000, 
8148,12507767000.00000000000000000000,P
8149,12507856000.00000000000000000000,a
8150,12507946000.00000000000000000000,u
8151,12508035000.00000000000000000000,s
8152,12508125000.00000000000000000000,e
8153,12508215000.00000000000000000000, 
8154,12508304000.00000000000000000000,F
8155,12508394000.00000000000000000000,r
8156,12508483000.00000000000000000000,a
8157,12508573000.00000000000000000000,m
8158,12508663000.00000000000000000000,e
8159,12508752000.00000000000000000000,s
8160,12508842000.00000000000000000000, 
8161,12508931000.00000000000000000000,a
8162,12509021000.00000000000000000000,n
8163,12509111000.00000000000000000000,d
8164,12509200000.00000000000000000000, 
8165,12509290000.00000000000000000000,L
8166,12509379000.00000000000000000000,e
8167,12509469000.00000000000000000000,n
8168,12509559000.00000000000000000000,g
8169,12509648000.00000000000000000000,t
8170,12509738000.00000000000000000000,h
8171,12509827000.00000000000000000000, 
8172,12509917000.00000000000000000000,E
8173,12510007000.00000000000000000000,r
8174,12510096000.00000000000000000000,r
8175,12510186000.00000000000000000000,o
8176,12510275000.00000000000000000000,r
8177,12510365000.00000000000000000000, 
8178,12510455000.00000000000000000000,f
8179,12510544000.00000000000000000000,r
8180,12510634000.00000000000000000000,a
8181,12510723000.00000000000000000000,m
8182,12510813000.00000000000000000000,e
8183,12510903000.00000000000000000000,s
8184,12510992000.00000000000000000000, 
8185,12511082000.00000000000000000000,[0D]
8186,12511171000.00000000000000000000,[0A]
8187,12511279000.00000000000000000000,S
8188,12511369000.00000000000000000000,e
8189,12511458000.00000000000000000000,t
8190,12511548000.00000000000000000000,t
8191,12511637000.00000000000000000000,i
8192,12511727000.00000000000000000000,n
8193,12511817000.00000000000000000000,g
8194,12511906000.00000000000000000000, 
8195,12511996000.00000000000000000000,P
8196,12512085000.00000000000000000000,H
8197,12512175000.00000000000000000000,Y
8198,12512265000.00000000000000000000,.
8199,12512354000.00000000000000000000,.
8200,12512444000.00000000000000000000,.
8201,12512533000.00000000000000000000,[0D]
8202,12512623000.00000000000000000000,[0A]
8203,14572023000.00000000000000000000,n
8204,14572113000.00000000000000000000,f
8205,14572203000.00000000000000000000,_
8206,14572292000.00000000000000000000,c
8207,14572382000.00000000000000000000,o
8208,14572471000.00000000000000000000,n
8209,14572561000.00000000000000000000,n
8210,14572651000.00000000000000000000,t
8211,14572740000.00000000000000000000,r
8212,14572830000.00000000000000000000,a
8213,14572919000.00000000000000000000,c
8214,14573009000.00000000000000000000,k
8215,14573099000.00000000000000000000,_
8216,14573188000.00000000000000000000,r
8217,14573278000.00000000000000000000,t
8218,14573367000.00000000000000000000,s
8219,14573457000.00000000000000000000,p
8220,14573547000.00000000000000000000, 
8221,14573636000.00000000000000000000,v
8222,14573726000.00000000000000000000,0
8223,14573815000.00000000000000000000,.
8224,14573905000.00000000000000000000,6
8225,14573995000.00000000000000000000,.
8226,14574084000.00000000000000000000,2
8227,14574174000.00000000000000000000,1
8228,14574263000.00000000000000000000, 
8229,14574353000.00000000000000000000,l
8230,14574443000.00000000000000000000,o
8231,14574532000.00000000000000000000,a
8232,14574622000.00000000000000000000,d
8233,14574711000.00000000000000000000,i
8234,14574801000.00000000000000000000,n
8235,14574891000.00000000000000000000,g
8236,14574980000.00000000000000000000,[0D]
8237,14575070000.00000000000000000000,[0A]
8238,14590472000.00000000000000000000,n
8239,14590562000.00000000000000000000,f
8240,14590651000.00000000000000000000,_
8241,14590741000.00000000000000000000,n
8242,14590830000.00000000000000000000,a
8243,14590920000.00000000000000000000,t
8244,14591010000.00000000000000000000,_
8245,14591099000.00000000000000000000,r
8246,14591189000.00000000000000000000,t
8247,14591278000.00000000000000000000,s
8248,14591368000.00000000000000000000,p
8249,14591458000.00000000000000000000, 
8250,14591547000.00000000000000000000,v
8251,14591637000.00000000000000000000,0
8252,14591726000.00000000000000000000,.
8253,14591816000.00000000000000000000,6
8254,14591906000.00000000000000000000,.
8255,14591995000.00000000000000000000,2
8256,14592085000.00000000000000000000,1
8257,14592174000.00000000000000000000, 
8258,14592264000.00000000000000000000,l
8259,14592354000.00000000000000000000,o
8260,14592443000.00000000000000000000,a
8261,14592533000.00000000000000000000,d
8262,14592622000.00000000000000000000,i
8263,14592712000.00000000000000000000,n
8264,14592802000.00000000000000000000,g
8265,14592891000.00000000000000000000,[0D]
8266,14592981000.00000000000000000000,[0A]
8267,15007638000.00000000000000000000,a
8268,15007728000.00000000000000000000,d
8269,15007818000.00000000000000000000,f
8270,15007907000.00000000000000000000,:
8271,15007997000.00000000000000000000, 
8272,15008086000.00000000000000000000,m
8273,15008176000.00000000000000000000,o
8274,15008266000.00000000000000000000,d
8275,15008355000.00000000000000000000,u
8276,15008445000.00000000000000000000,l
8277,15008534000.00000000000000000000,e
8278,15008624000.00000000000000000000, 
8279,15008714000.00000000000000000000,l
8280,15008803000.00000000000000000000,i
8281,15008893000.00000000000000000000,c
8282,15008982000.00000000000000000000,e
8283,15009072000.00000000000000000000,n
8284,15009162000.00000000000000000000,s
8285,15009251000.00000000000000000000,e
8286,15009341000.00000000000000000000, 
8287,15009430000.00000000000000000000,'
8288,15009520000.00000000000000000000,P
8289,15009610000.00000000000000000000,r
8290,15009699000.00000000000000000000,o
8291,15009789000.00000000000000000000,p
8292,15009878000.00000000000000000000,r
8293,15009968000.00000000000000000000,i
8294,15010058000.00000000000000000000,e
8295,15010147000.00000000000000000000,t
8296,15010237000.00000000000000000000,a
8297,15010326000.00000000000000000000,r
8298,15010416000.00000000000000000000,y
8299,15010506000.00000000000000000000,'
8300,15010595000.00000000000000000000, 
8301,15010685000.00000000000000000000,t
8302,15010774000.00000000000000000000,a
8303,15010864000.00000000000000000000,i
8304,15010954000.00000000000000000000,n
8305,15011043000.00000000000000000000,t
8306,15011133000.00000000000000000000,s
8307,15011222000.00000000000000000000, 
8308,15011312000.00000000000000000000,k
8309,15011402000.00000000000000000000,e
8310,15011491000.00000000000000000000,r
8311,15011581000.00000000000000000000,n
8312,15011670000.00000000000000000000,e
8313,15011760000.00000000000000000000,l
8314,15011850000.00000000000000000000,.
8315,15011939000.00000000000000000000,[0D]
8316,15012029000.00000000000000000000,[0A]
8317,15012172000.00000000000000000000,D
8318,15012262000.00000000000000000000,i
8319,15012351000.00000000000000000000,s
8320,15012441000.00000000000000000000,a
8321,15012531000.00000000000000000000,b
8322,15012620000.00000000000000000000,l
8323,15012710000.00000000000000000000,i
8324,15012799000.00000000000000000000,n
8325,15012889000.00000000000000000000,g
8326,15012979000.00000000000000000000, 
8327,15013068000.00000000000000000000,l
8328,15013158000.00000000000000000000,o
8329,15013247000.00000000000000000000,c
8330,15013337000.00000000000000000000,k
8331,15013427000.00000000000000000000, 
8332,15013516000.00000000000000000000,d
8333,15013606000.00000000000000000000,e
8334,15013695000.00000000000000000000,b
8335,15013785000.00000000000000000000,u
8336,15013875000.00000000000000000000,g
8337,15013964000.00000000000000000000,g
8338,15014054000.00000000000000000000,i
8339,15014143000.00000000000000000000,n
8340,15014233000.00000000000000000000,g
8341,15014323000.00000000000000000000, 
8342,15014412000.00000000000000000000,d
8343,15014502000.00000000000000000000,u
8344,15014591000.00000000000000000000,e
8345,15014681000.00000000000000000000, 
8346,15014771000.00000000000000000000,t
8347,15014860000.00000000000000000000,o
8348,15014950000.00000000000000000000, 
8349,15015039000.00000000000000000000,k
8350,15015129000.00000000000000000000,e
8351,15015219000.00000000000000000000,r
8352,15015308000.00000000000000000000,n
8353,15015398000.00000000000000000000,e
8354,15015487000.00000000000000000000,l
8355,15015577000.00000000000000000000, 
8356,15015667000.00000000000000000000,t
8357,15015756000.00000000000000000000,a
8358,15015846000.00000000000000000000,i
8359,15015935000.00000000000000000000,n
8360,15016025000.00000000000000000000,t
8361,15016115000.00000000000000000000,[0D]
8362,15016204000.00000000000000000000,[0A]
8363,15486082000.00000000000000000000,a
8364,15486172000.00000000000000000000,t
8365,15486261000.00000000000000000000,h
8366,15486351000.00000000000000000000,_
8367,15486440000.00000000000000000000,h
8368,15486530000.00000000000000000000,a
8369,15486620000.00000000000000000000,l
8370,15486709000.00000000000000000000,:
8371,15486799000.00000000000000000000, 
8372,15486888000.00000000000000000000,0
8373,15486978000.00000000000000000000,.
8374,15487068000.00000000000000000000,9
8375,15487157000.00000000000000000000,.
8376,15487247000.00000000000000000000,1
8377,15487336000.00000000000000000000,7
8378,15487426000.00000000000000000000,.
8379,15487516000.00000000000000000000,1
8380,15487605000.00000000000000000000, 
8381,15487695000.00000000000000000000,(
8382,15487793000.00000000000000000000,A
8383,15487883000.00000000000000000000,R
8384,15487973000.00000000000000000000,5
8385,15488062000.00000000000000000000,4
8386,15488152000.00000000000000000000,1
8387,15488241000.00000000000000000000,6
8388,15488394000.00000000000000000000,,
8389,15488483000.00000000000000000000, 
8390,15488573000.00000000000000000000,A
8391,15488662000.00000000000000000000,R
8392,15488752000.00000000000000000000,9
8393,15488842000.00000000000000000000,3
8394,15488931000.00000000000000000000,8
8395,15489021000.00000000000000000000,0
8396,15489119000.00000000000000000000,,
8397,15489209000.00000000000000000000, 
8398,15489299000.00000000000000000000,R
8399,15489388000.00000000000000000000,E
8400,15489478000.00000000000000000000,G
8401,15489567000.00000000000000000000,O
8402,15489657000.00000000000000000000,P
8403,15489747000.00000000000000000000,S
8404,15489836000.00000000000000000000,_
8405,15489926000.00000000000000000000,F
8406,15490015000.00000000000000000000,U
8407,15490105000.00000000000000000000,N
8408,15490195000.00000000000000000000,C
8409,15490293000.00000000000000000000,,
8410,15490383000.00000000000000000000, 
8411,15490472000.00000000000000000000,W
8412,15490562000.00000000000000000000,R
8413,15490652000.00000000000000000000,I
8414,15490741000.00000000000000000000,T
8415,15490831000.00000000000000000000,E
8416,15490920000.00000000000000000000,_
8417,15491010000.00000000000000000000,E
8418,15491100000.00000000000000000000,E
8419,15491189000.00000000000000000000,P
8420,15491279000.00000000000000000000,R
8421,15491368000.00000000000000000000,O
8422,15491458000.00000000000000000000,M
8423,15491556000.00000000000000000000,,
8424,15491646000.00000000000000000000, 
8425,15491736000.00000000000000000000,T
8426,15491825000.00000000000000000000,X
8427,15491915000.00000000000000000000,_
8428,15492004000.00000000000000000000,D
8429,15492094000.00000000000000000000,A
8430,15492184000.00000000000000000000,T
8431,15492273000.00000000000000000000,A
8432,15492363000.00000000000000000000,_
8433,15492452000.00000000000000000000,S
8434,15492542000.00000000000000000000,W
8435,15492632000.00000000000000000000,A
8436,15492721000.00000000000000000000,P
8437,15492829000.00000000000000000000,,
8438,15492918000.00000000000000000000, 
8439,15493008000.00000000000000000000,R
8440,15493098000.00000000000000000000,X
8441,15493187000.00000000000000000000,_
8442,15493277000.00000000000000000000,D
8443,15493366000.00000000000000000000,A
8444,15493456000.00000000000000000000,T
8445,15493546000.00000000000000000000,A
8446,15493635000.00000000000000000000,_
8447,15493725000.00000000000000000000,S
8448,15493814000.00000000000000000000,W
8449,15493904000.00000000000000000000,A
8450,15493994000.00000000000000000000,P
8451,15494092000.00000000000000000000,,
8452,15494182000.00000000000000000000, 
8453,15494271000.00000000000000000000,1
8454,15494361000.00000000000000000000,1
8455,15494451000.00000000000000000000,D
8456,15494549000.00000000000000000000,)
8457,15494639000.00000000000000000000,[0D]
8458,15494728000.00000000000000000000,[0A]
8459,15578701000.00000000000000000000,a
8460,15578791000.00000000000000000000,t
8461,15578880000.00000000000000000000,h
8462,15578970000.00000000000000000000,_
8463,15579059000.00000000000000000000,r
8464,15579149000.00000000000000000000,a
8465,15579239000.00000000000000000000,t
8466,15579328000.00000000000000000000,e
8467,15579418000.00000000000000000000,_
8468,15579507000.00000000000000000000,a
8469,15579597000.00000000000000000000,t
8470,15579687000.00000000000000000000,h
8471,15579776000.00000000000000000000,e
8472,15579866000.00000000000000000000,r
8473,15579955000.00000000000000000000,o
8474,15580045000.00000000000000000000,s
8475,15580135000.00000000000000000000,:
8476,15580224000.00000000000000000000, 
8477,15580314000.00000000000000000000,C
8478,15580403000.00000000000000000000,o
8479,15580493000.00000000000000000000,p
8480,15580583000.00000000000000000000,y
8481,15580672000.00000000000000000000,r
8482,15580762000.00000000000000000000,i
8483,15580851000.00000000000000000000,g
8484,15580941000.00000000000000000000,h
8485,15581031000.00000000000000000000,t
8486,15581120000.00000000000000000000, 
8487,15581210000.00000000000000000000,(
8488,15581299000.00000000000000000000,c
8489,15581389000.00000000000000000000,)
8490,15581479000.00000000000000000000, 
8491,15581568000.00000000000000000000,2
8492,15581658000.00000000000000000000,0
8493,15581747000.00000000000000000000,0
8494,15581837000.00000000000000000000,1
8495,15581927000.00000000000000000000,-
8496,15582016000.00000000000000000000,2
8497,15582106000.00000000000000000000,0
8498,15582195000.00000000000000000000,0
8499,15582285000.00000000000000000000,5
8500,15582375000.00000000000000000000, 
8501,15582464000.00000000000000000000,A
8502,15582554000.00000000000000000000,t
8503,15582643000.00000000000000000000,h
8504,15582733000.00000000000000000000,e
8505,15582823000.00000000000000000000,r
8506,15582912000.00000000000000000000,o
8507,15583002000.00000000000000000000,s
8508,15583091000.00000000000000000000, 
8509,15583181000.00000000000000000000,C
8510,15583271000.00000000000000000000,o
8511,15583360000.00000000000000000000,m
8512,15583450000.00000000000000000000,m
8513,15583539000.00000000000000000000,u
8514,15583629000.00000000000000000000,n
8515,15583719000.00000000000000000000,i
8516,15583808000.00000000000000000000,c
8517,15583898000.00000000000000000000,a
8518,15583987000.00000000000000000000,t
8519,15584077000.00000000000000000000,i
8520,15584167000.00000000000000000000,o
8521,15584256000.00000000000000000000,n
8522,15584346000.00000000000000000000,s
8523,15584435000.00000000000000000000,,
8524,15584525000.00000000000000000000, 
8525,15584615000.00000000000000000000,I
8526,15584704000.00000000000000000000,n
8527,15584794000.00000000000000000000,c
8528,15584883000.00000000000000000000,,
8529,15584973000.00000000000000000000, 
8530,15585063000.00000000000000000000,A
8531,15585152000.00000000000000000000,l
8532,15585242000.00000000000000000000,l
8533,15585331000.00000000000000000000, 
8534,15585421000.00000000000000000000,R
8535,15585511000.00000000000000000000,i
8536,15585600000.00000000000000000000,g
8537,15585690000.00000000000000000000,h
8538,15585779000.00000000000000000000,t
8539,15585869000.00000000000000000000,s
8540,15585959000.00000000000000000000, 
8541,15586048000.00000000000000000000,R
8542,15586138000.00000000000000000000,e
8543,15586227000.00000000000000000000,s
8544,15586317000.00000000000000000000,e
8545,15586407000.00000000000000000000,r
8546,15586496000.00000000000000000000,v
8547,15586586000.00000000000000000000,e
8548,15586675000.00000000000000000000,d
8549,15586765000.00000000000000000000,[0D]
8550,15586855000.00000000000000000000,[0A]
8551,15844838000.00000000000000000000,a
8552,15844928000.00000000000000000000,t
8553,15845018000.00000000000000000000,h
8554,15845107000.00000000000000000000,_
8555,15845197000.00000000000000000000,d
8556,15845286000.00000000000000000000,e
8557,15845376000.00000000000000000000,v
8558,15845466000.00000000000000000000,:
8559,15845555000.00000000000000000000, 
8560,15845645000.00000000000000000000,C
8561,15845734000.00000000000000000000,o
8562,15845824000.00000000000000000000,p
8563,15845914000.00000000000000000000,y
8564,15846003000.00000000000000000000,r
8565,15846093000.00000000000000000000,i
8566,15846182000.00000000000000000000,g
8567,15846272000.00000000000000000000,h
8568,15846362000.00000000000000000000,t
8569,15846451000.00000000000000000000, 
8570,15846541000.00000000000000000000,(
8571,15846630000.00000000000000000000,c
8572,15846720000.00000000000000000000,)
8573,15846810000.00000000000000000000, 
8574,15846899000.00000000000000000000,2
8575,15846989000.00000000000000000000,0
8576,15847078000.00000000000000000000,0
8577,15847168000.00000000000000000000,1
8578,15847258000.00000000000000000000,-
8579,15847347000.00000000000000000000,2
8580,15847437000.00000000000000000000,0
8581,15847526000.00000000000000000000,0
8582,15847616000.00000000000000000000,7
8583,15847706000.00000000000000000000, 
8584,15847795000.00000000000000000000,A
8585,15847885000.00000000000000000000,t
8586,15847974000.00000000000000000000,h
8587,15848064000.00000000000000000000,e
8588,15848154000.00000000000000000000,r
8589,15848243000.00000000000000000000,o
8590,15848333000.00000000000000000000,s
8591,15848422000.00000000000000000000, 
8592,15848512000.00000000000000000000,C
8593,15848602000.00000000000000000000,o
8594,15848691000.00000000000000000000,m
8595,15848781000.00000000000000000000,m
8596,15848870000.00000000000000000000,u
8597,15848960000.00000000000000000000,n
8598,15849050000.00000000000000000000,i
8599,15849139000.00000000000000000000,c
8600,15849229000.00000000000000000000,a
8601,15849318000.00000000000000000000,t
8602,15849408000.00000000000000000000,i
8603,15849498000.00000000000000000000,o
8604,15849587000.00000000000000000000,n
8605,15849677000.00000000000000000000,s
8606,15849766000.00000000000000000000,,
8607,15849856000.00000000000000000000, 
8608,15849946000.00000000000000000000,I
8609,15850035000.00000000000000000000,n
8610,15850125000.00000000000000000000,c
8611,15850214000.00000000000000000000,,
8612,15850304000.00000000000000000000, 
8613,15850394000.00000000000000000000,A
8614,15850483000.00000000000000000000,l
8615,15850573000.00000000000000000000,l
8616,15850662000.00000000000000000000, 
8617,15850752000.00000000000000000000,R
8618,15850842000.00000000000000000000,i
8619,15850931000.00000000000000000000,g
8620,15851021000.00000000000000000000,h
8621,15851110000.00000000000000000000,t
8622,15851200000.00000000000000000000,s
8623,15851290000.00000000000000000000, 
8624,15851379000.00000000000000000000,R
8625,15851469000.00000000000000000000,e
8626,15851558000.00000000000000000000,s
8627,15851648000.00000000000000000000,e
8628,15851738000.00000000000000000000,r
8629,15851827000.00000000000000000000,v
8630,15851917000.00000000000000000000,e
8631,15852006000.00000000000000000000,d
8632,15852096000.00000000000000000000,[0D]
8633,15852186000.00000000000000000000,[0A]
8634,16492419000.00000000000000000000,a
8635,16492509000.00000000000000000000,t
8636,16492598000.00000000000000000000,h
8637,16492688000.00000000000000000000,_
8638,16492777000.00000000000000000000,a
8639,16492867000.00000000000000000000,h
8640,16492957000.00000000000000000000,b
8641,16493046000.00000000000000000000,:
8642,16493136000.00000000000000000000, 
8643,16493225000.00000000000000000000,1
8644,16493315000.00000000000000000000,0
8645,16493405000.00000000000000000000,.
8646,16493494000.00000000000000000000,2
8647,16493584000.00000000000000000000,-
8648,16493673000.00000000000000000000,0
8649,16493763000.00000000000000000000,0
8650,16493853000.00000000000000000000,0
8651,16493942000.00000000000000000000,8
8652,16494032000.00000000000000000000,2
8653,16494121000.00000000000000000000,-
8654,16494211000.00000000000000000000,4
8655,16494301000.00000000000000000000, 
8656,16494390000.00000000000000000000,(
8657,16494480000.00000000000000000000,A
8658,16494569000.00000000000000000000,t
8659,16494659000.00000000000000000000,h
8660,16494749000.00000000000000000000,e
8661,16494838000.00000000000000000000,r
8662,16494928000.00000000000000000000,o
8663,16495017000.00000000000000000000,s
8664,16495107000.00000000000000000000,/
8665,16495197000.00000000000000000000,m
8666,16495286000.00000000000000000000,u
8667,16495376000.00000000000000000000,l
8668,16495465000.00000000000000000000,t
8669,16495555000.00000000000000000000,i
8670,16495645000.00000000000000000000,-
8671,16495734000.00000000000000000000,b
8672,16495824000.00000000000000000000,s
8673,16495913000.00000000000000000000,s
8674,16496003000.00000000000000000000,)
8675,16496093000.00000000000000000000,[0D]
8676,16496182000.00000000000000000000,[0A]
8677,16496460000.00000000000000000000,_
8678,16496550000.00000000000000000000,_
8679,16496639000.00000000000000000000,a
8680,16496729000.00000000000000000000,t
8681,16496818000.00000000000000000000,h
8682,16496908000.00000000000000000000,_
8683,16496998000.00000000000000000000,a
8684,16497087000.00000000000000000000,t
8685,16497177000.00000000000000000000,t
8686,16497266000.00000000000000000000,a
8687,16497356000.00000000000000000000,c
8688,16497446000.00000000000000000000,h
8689,16497535000.00000000000000000000,:
8690,16497625000.00000000000000000000, 
8691,16497714000.00000000000000000000,S
8692,16497804000.00000000000000000000,e
8693,16497894000.00000000000000000000,t
8694,16497983000.00000000000000000000, 
8695,16498073000.00000000000000000000,g
8696,16498162000.00000000000000000000,l
8697,16498252000.00000000000000000000,o
8698,16498342000.00000000000000000000,b
8699,16498431000.00000000000000000000,a
8700,16498521000.00000000000000000000,l
8701,16498610000.00000000000000000000,_
8702,16498700000.00000000000000000000,s
8703,16498790000.00000000000000000000,c
8704,16498879000.00000000000000000000,n
8705,16498969000.00000000000000000000,[
8706,16499058000.00000000000000000000,0
8707,16499148000.00000000000000000000,]
8708,16499238000.00000000000000000000,[0D]
8709,16499327000.00000000000000000000,[0A]
8710,16508081000.00000000000000000000,E
8711,16508171000.00000000000000000000,n
8712,16508260000.00000000000000000000,t
8713,16508350000.00000000000000000000,e
8714,16508439000.00000000000000000000,r
8715,16508529000.00000000000000000000,p
8716,16508619000.00000000000000000000,r
8717,16508708000.00000000000000000000,i
8718,16508798000.00000000000000000000,s
8719,16508887000.00000000000000000000,e
8720,16508977000.00000000000000000000, 
8721,16509067000.00000000000000000000,m
8722,16509156000.00000000000000000000,o
8723,16509246000.00000000000000000000,d
8724,16509335000.00000000000000000000,e
8725,16509425000.00000000000000000000,:
8726,16509515000.00000000000000000000, 
8727,16509604000.00000000000000000000,0
8728,16509694000.00000000000000000000,x
8729,16509783000.00000000000000000000,0
8730,16509873000.00000000000000000000,3
8731,16509963000.00000000000000000000,f
8732,16510052000.00000000000000000000,c
8733,16510142000.00000000000000000000,0
8734,16510231000.00000000000000000000,0
8735,16510321000.00000000000000000000,0
8736,16510411000.00000000000000000000,0
8737,16510500000.00000000000000000000,[0D]
8738,16510590000.00000000000000000000,[0A]
8739,16511118000.00000000000000000000,R
8740,16511208000.00000000000000000000,e
8741,16511298000.00000000000000000000,s
8742,16511387000.00000000000000000000,t
8743,16511477000.00000000000000000000,o
8744,16511566000.00000000000000000000,r
8745,16511656000.00000000000000000000,i
8746,16511746000.00000000000000000000,n
8747,16511835000.00000000000000000000,g
8748,16511925000.00000000000000000000, 
8749,16512014000.00000000000000000000,C
8750,16512104000.00000000000000000000,a
8751,16512194000.00000000000000000000,l
8752,16512283000.00000000000000000000, 
8753,16512373000.00000000000000000000,d
8754,16512462000.00000000000000000000,a
8755,16512552000.00000000000000000000,t
8756,16512642000.00000000000000000000,a
8757,16512731000.00000000000000000000, 
8758,16512821000.00000000000000000000,f
8759,16512910000.00000000000000000000,r
8760,16513000000.00000000000000000000,o
8761,16513090000.00000000000000000000,m
8762,16513179000.00000000000000000000, 
8763,16513269000.00000000000000000000,F
8764,16513358000.00000000000000000000,l
8765,16513448000.00000000000000000000,a
8766,16513538000.00000000000000000000,s
8767,16513627000.00000000000000000000,h
8768,16513717000.00000000000000000000,[0D]
8769,16513806000.00000000000000000000,[0A]
8770,16520078000.00000000000000000000,a
8771,16520168000.00000000000000000000,t
8772,16520258000.00000000000000000000,h
8773,16520347000.00000000000000000000,_
8774,16520437000.00000000000000000000,g
8775,16520526000.00000000000000000000,e
8776,16520616000.00000000000000000000,t
8777,16520706000.00000000000000000000,_
8778,16520795000.00000000000000000000,c
8779,16520885000.00000000000000000000,a
8780,16520974000.00000000000000000000,p
8781,16521064000.00000000000000000000,s
8782,16521154000.00000000000000000000,[
8783,16521243000.00000000000000000000,6
