Id,Time[ns],0:UART: RX/TX
5964,7873437000.00000000000000000000,g
5965,7873526000.00000000000000000000,s
5966,7873616000.00000000000000000000, 
5967,7873706000.00000000000000000000, 
5968,7873795000.00000000000000000000, 
5969,7873885000.00000000000000000000, 
5970,7873974000.00000000000000000000,:
5971,7874064000.00000000000000000000, 
5972,7874154000.00000000000000000000, 
5973,7874243000.00000000000000000000, 
5974,7874333000.00000000000000000000,2
5975,7874422000.00000000000000000000,5
5976,7874512000.00000000000000000000,8
5977,7874602000.00000000000000000000,1
5978,7874691000.00000000000000000000,[0D]
5979,7874781000.00000000000000000000,[0A]
5980,8476164000.00000000000000000000,[0D]
5981,8476254000.00000000000000000000,[0A]
5982,8526617000.00000000000000000000, 
5983,8526707000.00000000000000000000,(
5984,8526797000.00000000000000000000,n
5985,8526886000.00000000000000000000,o
5986,8526976000.00000000000000000000,n
5987,8527065000.00000000000000000000,e
5988,8527155000.00000000000000000000,)
5989,8527245000.00000000000000000000, 
5990,8527334000.00000000000000000000,m
5991,8527424000.00000000000000000000,i
5992,8527513000.00000000000000000000,p
5993,8527603000.00000000000000000000,s
5994,8527693000.00000000000000000000, 
5995,8527782000.00000000000000000000,#
5996,8527872000.00000000000000000000,3
5997,8527961000.00000000000000000000,5
5998,8528051000.00000000000000000000, 
5999,8528141000.00000000000000000000,T
6000,8528230000.00000000000000000000,u
6001,8528320000.00000000000000000000,e
6002,8528409000.00000000000000000000, 
6003,8528499000.00000000000000000000,M
6004,8528589000.00000000000000000000,a
6005,8528678000.00000000000000000000,r
6006,8528768000.00000000000000000000, 
6007,8528857000.00000000000000000000,1
6008,8528947000.00000000000000000000,0
6009,8529037000.00000000000000000000, 
6010,8529126000.00000000000000000000,1
6011,8529216000.00000000000000000000,5
6012,8529305000.00000000000000000000,:
6013,8529395000.00000000000000000000,1
6014,8529485000.00000000000000000000,0
6015,8529574000.00000000000000000000,:
6016,8529664000.00000000000000000000,0
6017,8529753000.00000000000000000000,1
6018,8529843000.00000000000000000000, 
6019,8529933000.00000000000000000000,C
6020,8530022000.00000000000000000000,S
6021,8530112000.00000000000000000000,T
6022,8530201000.00000000000000000000, 
6023,8530291000.00000000000000000000,2
6024,8530381000.00000000000000000000,0
6025,8530470000.00000000000000000000,1
6026,8530560000.00000000000000000000,5
6027,8530649000.00000000000000000000, 
6028,8530739000.00000000000000000000,(
6029,8530829000.00000000000000000000,n
6030,8530918000.00000000000000000000,o
6031,8531008000.00000000000000000000,n
6032,8531097000.00000000000000000000,e
6033,8531187000.00000000000000000000,)
6034,8531277000.00000000000000000000,[0A]
6035,8531366000.00000000000000000000,[0D]
6036,8531456000.00000000000000000000,(
6037,8531545000.00000000000000000000,n
6038,8531635000.00000000000000000000,o
6039,8531725000.00000000000000000000,n
6040,8531814000.00000000000000000000,e
6041,8531904000.00000000000000000000,)
6042,8531993000.00000000000000000000, 
6043,8532083000.00000000000000000000,l
6044,8532173000.00000000000000000000,o
6045,8532262000.00000000000000000000,g
6046,8532352000.00000000000000000000,i
6047,8532441000.00000000000000000000,n
6048,8532531000.00000000000000000000,:
6049,8532621000.00000000000000000000, 
6050,8536240000.00000000000000000000,a
6051,8536330000.00000000000000000000,t
6052,8536420000.00000000000000000000,h
6053,8536509000.00000000000000000000,r
6054,8536599000.00000000000000000000,_
6055,8536688000.00000000000000000000,g
6056,8536778000.00000000000000000000,m
6057,8536868000.00000000000000000000,a
6058,8536957000.00000000000000000000,c
6059,8537047000.00000000000000000000,_
6060,8537136000.00000000000000000000,r
6061,8537226000.00000000000000000000,i
6062,8537316000.00000000000000000000,n
6063,8537405000.00000000000000000000,g
6064,8537495000.00000000000000000000,_
6065,8537584000.00000000000000000000,a
6066,8537674000.00000000000000000000,l
6067,8537764000.00000000000000000000,l
6068,8537853000.00000000000000000000,o
6069,8537943000.00000000000000000000,c
6070,8538032000.00000000000000000000, 
6071,8538122000.00000000000000000000,A
6072,8538212000.00000000000000000000,l
6073,8538301000.00000000000000000000,l
6074,8538391000.00000000000000000000,o
6075,8538480000.00000000000000000000,c
6076,8538570000.00000000000000000000,a
6077,8538660000.00000000000000000000,t
6078,8538749000.00000000000000000000,e
6079,8538839000.00000000000000000000,d
6080,8538928000.00000000000000000000, 
6081,8539018000.00000000000000000000,8
6082,8539108000.00000000000000000000,1
6083,8539197000.00000000000000000000,7
6084,8539287000.00000000000000000000,6
6085,8539376000.00000000000000000000, 
6086,8539466000.00000000000000000000,a
6087,8539556000.00000000000000000000,t
6088,8539645000.00000000000000000000, 
6089,8539735000.00000000000000000000,0
6090,8539824000.00000000000000000000,x
6091,8539914000.00000000000000000000,8
6092,8540004000.00000000000000000000,1
6093,8540093000.00000000000000000000,e
6094,8540183000.00000000000000000000,9
6095,8540272000.00000000000000000000,a
6096,8540362000.00000000000000000000,0
6097,8540452000.00000000000000000000,0
6098,8540541000.00000000000000000000,0
6099,8540631000.00000000000000000000,[0D]
6100,8540720000.00000000000000000000,[0A]
6101,8541124000.00000000000000000000,a
6102,8541213000.00000000000000000000,t
6103,8541303000.00000000000000000000,h
6104,8541392000.00000000000000000000,r
6105,8541482000.00000000000000000000,_
6106,8541572000.00000000000000000000,g
6107,8541661000.00000000000000000000,m
6108,8541751000.00000000000000000000,a
6109,8541840000.00000000000000000000,c
6110,8541930000.00000000000000000000,_
6111,8542020000.00000000000000000000,r
6112,8542109000.00000000000000000000,i
6113,8542199000.00000000000000000000,n
6114,8542288000.00000000000000000000,g
6115,8542378000.00000000000000000000,_
6116,8542468000.00000000000000000000,a
6117,8542557000.00000000000000000000,l
6118,8542647000.00000000000000000000,l
6119,8542736000.00000000000000000000,o
6120,8542826000.00000000000000000000,c
6121,8542916000.00000000000000000000, 
6122,8543005000.00000000000000000000,A
6123,8543095000.00000000000000000000,l
6124,8543184000.00000000000000000000,l
6125,8543274000.00000000000000000000,o
6126,8543364000.00000000000000000000,c
6127,8543453000.00000000000000000000,a
6128,8543543000.00000000000000000000,t
6129,8543632000.00000000000000000000,e
6130,8543722000.00000000000000000000,d
6131,8543812000.00000000000000000000, 
6132,8543901000.00000000000000000000,2
6133,8543991000.00000000000000000000,0
6134,8544080000.00000000000000000000,4
6135,8544170000.00000000000000000000,8
6136,8544260000.00000000000000000000, 
6137,8544349000.00000000000000000000,a
6138,8544439000.00000000000000000000,t
6139,8544528000.00000000000000000000, 
6140,8544618000.00000000000000000000,0
6141,8544708000.00000000000000000000,x
6142,8544797000.00000000000000000000,8
6143,8544887000.00000000000000000000,1
6144,8544976000.00000000000000000000,c
6145,8545066000.00000000000000000000,b
6146,8545156000.00000000000000000000,c
6147,8545245000.00000000000000000000,0
6148,8545335000.00000000000000000000,0
6149,8545424000.00000000000000000000,0
6150,8545514000.00000000000000000000,[0D]
6151,8545604000.00000000000000000000,[0A]
6152,8846129000.00000000000000000000,H
6153,8846219000.00000000000000000000,O
6154,8846309000.00000000000000000000,N
6155,8846398000.00000000000000000000,E
6156,8846488000.00000000000000000000,Y
6157,8846577000.00000000000000000000,B
6158,8846667000.00000000000000000000,E
6159,8846757000.00000000000000000000,E
6160,8846846000.00000000000000000000, 
6161,8846936000.00000000000000000000,-
6162,8847025000.00000000000000000000,-
6163,8847115000.00000000000000000000,-
6164,8847205000.00000000000000000000,-
6165,8847294000.00000000000000000000,>
6166,8847384000.00000000000000000000, 
6167,8847473000.00000000000000000000,S
6168,8847563000.00000000000000000000,2
6169,8847653000.00000000000000000000,7
6170,8847742000.00000000000000000000, 
6171,8847832000.00000000000000000000,P
6172,8847921000.00000000000000000000,H
6173,8848011000.00000000000000000000,Y
6174,8848101000.00000000000000000000, 
6175,8848190000.00000000000000000000,M
6176,8848280000.00000000000000000000,D
6177,8848369000.00000000000000000000,I
6178,8848459000.00000000000000000000,O
6179,8848549000.00000000000000000000,[0D]
6180,8848638000.00000000000000000000,[0A]
6181,8848746000.00000000000000000000,A
6182,8848835000.00000000000000000000,T
6183,8848925000.00000000000000000000,H
6184,8849014000.00000000000000000000,R
6185,8849104000.00000000000000000000,S
6186,8849194000.00000000000000000000,2
6187,8849283000.00000000000000000000,7
6188,8849373000.00000000000000000000,:
6189,8849462000.00000000000000000000, 
6190,8849552000.00000000000000000000,r
6191,8849642000.00000000000000000000,e
6192,8849731000.00000000000000000000,s
6193,8849821000.00000000000000000000,e
6194,8849910000.00000000000000000000,t
6195,8850000000.00000000000000000000,t
6196,8850090000.00000000000000000000,i
6197,8850179000.00000000000000000000,n
6198,8850269000.00000000000000000000,g
6199,8850358000.00000000000000000000, 
6200,8850448000.00000000000000000000,s
6201,8850538000.00000000000000000000,2
6202,8850627000.00000000000000000000,7
6203,8850717000.00000000000000000000,[0D]
6204,8850806000.00000000000000000000,[0A]
6205,8951221000.00000000000000000000,A
6206,8951310000.00000000000000000000,T
6207,8951400000.00000000000000000000,H
6208,8951489000.00000000000000000000,R
6209,8951579000.00000000000000000000,S
6210,8951669000.00000000000000000000,2
6211,8951758000.00000000000000000000,7
6212,8951848000.00000000000000000000,:
6213,8951937000.00000000000000000000, 
6214,8952027000.00000000000000000000,s
6215,8952117000.00000000000000000000,2
6216,8952206000.00000000000000000000,7
6217,8952296000.00000000000000000000, 
6218,8952385000.00000000000000000000,r
6219,8952475000.00000000000000000000,e
6220,8952565000.00000000000000000000,s
6221,8952654000.00000000000000000000,e
6222,8952744000.00000000000000000000,t
6223,8952833000.00000000000000000000, 
6224,8952923000.00000000000000000000,d
6225,8953013000.00000000000000000000,o
6226,8953102000.00000000000000000000,n
6227,8953192000.00000000000000000000,e
6228,8953281000.00000000000000000000,[0D]
6229,8953371000.00000000000000000000,[0A]
6230,8965494000.00000000000000000000,+
6231,8965583000.00000000000000000000,+
6232,8965673000.00000000000000000000,+
6233,8965763000.00000000000000000000,+
6234,8965852000.00000000000000000000, 
6235,8965942000.00000000000000000000,a
6236,8966031000.00000000000000000000,t
6237,8966121000.00000000000000000000,h
6238,8966211000.00000000000000000000,r
6239,8966300000.00000000000000000000,s
6240,8966390000.00000000000000000000,2
6241,8966479000.00000000000000000000,7
6242,8966569000.00000000000000000000,_
6243,8966659000.00000000000000000000,i
6244,8966748000.00000000000000000000,g
6245,8966838000.00000000000000000000,m
6246,8966927000.00000000000000000000,p
6247,8967017000.00000000000000000000,_
6248,8967107000.00000000000000000000,s
6249,8967196000.00000000000000000000,e
6250,8967286000.00000000000000000000,t
6251,8967375000.00000000000000000000,u
6252,8967465000.00000000000000000000,p
6253,8967555000.00000000000000000000, 
6254,8967644000.00000000000000000000,o
6255,8967734000.00000000000000000000,n
6256,8967823000.00000000000000000000,c
6257,8967913000.00000000000000000000,e
6258,8968003000.00000000000000000000,[0D]
6259,8968092000.00000000000000000000,[0A]
6260,8968433000.00000000000000000000,p
6261,8968522000.00000000000000000000,o
6262,8968612000.00000000000000000000,r
6263,8968702000.00000000000000000000,t
6264,8968791000.00000000000000000000,0
6265,8968881000.00000000000000000000, 
6266,8968970000.00000000000000000000,v
6267,8969060000.00000000000000000000,i
6268,8969150000.00000000000000000000,d
6269,8969239000.00000000000000000000, 
6270,8969329000.00000000000000000000,i
6271,8969418000.00000000000000000000,s
6272,8969508000.00000000000000000000, 
6273,8969598000.00000000000000000000,0
6274,8969687000.00000000000000000000,x
6275,8969777000.00000000000000000000,b
6276,8969866000.00000000000000000000,0
6277,8969956000.00000000000000000000,0
6278,8970046000.00000000000000000000,0
6279,8970135000.00000000000000000000,b
6280,8970225000.00000000000000000000,[0D]
6281,8970314000.00000000000000000000,[0A]
6282,8971103000.00000000000000000000,p
6283,8971192000.00000000000000000000,o
6284,8971282000.00000000000000000000,r
6285,8971372000.00000000000000000000,t
6286,8971461000.00000000000000000000,1
6287,8971551000.00000000000000000000, 
6288,8971640000.00000000000000000000,v
6289,8971730000.00000000000000000000,i
6290,8971820000.00000000000000000000,d
6291,8971909000.00000000000000000000, 
6292,8971999000.00000000000000000000,i
6293,8972088000.00000000000000000000,s
6294,8972178000.00000000000000000000, 
6295,8972268000.00000000000000000000,0
6296,8972357000.00000000000000000000,x
6297,8972447000.00000000000000000000,3
6298,8972536000.00000000000000000000,0
6299,8972626000.00000000000000000000,0
6300,8972716000.00000000000000000000,0
6301,8972805000.00000000000000000000,3
6302,8972895000.00000000000000000000,[0D]
6303,8972984000.00000000000000000000,[0A]
6304,8973773000.00000000000000000000,p
6305,8973862000.00000000000000000000,o
6306,8973952000.00000000000000000000,r
6307,8974042000.00000000000000000000,t
6308,8974131000.00000000000000000000,2
6309,8974221000.00000000000000000000, 
6310,8974310000.00000000000000000000,v
6311,8974400000.00000000000000000000,i
6312,8974490000.00000000000000000000,d
6313,8974579000.00000000000000000000, 
6314,8974669000.00000000000000000000,i
6315,8974758000.00000000000000000000,s
6316,8974848000.00000000000000000000, 
6317,8974938000.00000000000000000000,0
6318,8975027000.00000000000000000000,x
6319,8975117000.00000000000000000000,5
6320,8975206000.00000000000000000000,0
6321,8975296000.00000000000000000000,0
6322,8975386000.00000000000000000000,0
6323,8975475000.00000000000000000000,5
6324,8975565000.00000000000000000000,[0D]
6325,8975654000.00000000000000000000,[0A]
6326,8976452000.00000000000000000000,p
6327,8976541000.00000000000000000000,o
6328,8976631000.00000000000000000000,r
6329,8976721000.00000000000000000000,t
6330,8976810000.00000000000000000000,3
6331,8976900000.00000000000000000000, 
6332,8976989000.00000000000000000000,v
6333,8977079000.00000000000000000000,i
6334,8977169000.00000000000000000000,d
6335,8977258000.00000000000000000000, 
6336,8977348000.00000000000000000000,i
6337,8977437000.00000000000000000000,s
6338,8977527000.00000000000000000000, 
6339,8977617000.00000000000000000000,0
6340,8977706000.00000000000000000000,x
6341,8977796000.00000000000000000000,7
6342,8977885000.00000000000000000000,0
6343,8977975000.00000000000000000000,0
6344,8978065000.00000000000000000000,0
6345,8978154000.00000000000000000000,7
6346,8978244000.00000000000000000000,[0D]
6347,8978333000.00000000000000000000,[0A]
6348,8979122000.00000000000000000000,p
6349,8979212000.00000000000000000000,o
6350,8979301000.00000000000000000000,r
6351,8979391000.00000000000000000000,t
6352,8979480000.00000000000000000000,4
6353,8979570000.00000000000000000000, 
6354,8979660000.00000000000000000000,v
6355,8979749000.00000000000000000000,i
6356,8979839000.00000000000000000000,d
6357,8979928000.00000000000000000000, 
6358,8980018000.00000000000000000000,i
6359,8980108000.00000000000000000000,s
6360,8980197000.00000000000000000000, 
6361,8980287000.00000000000000000000,0
6362,8980376000.00000000000000000000,x
6363,8980466000.00000000000000000000,9
6364,8980556000.00000000000000000000,0
6365,8980645000.00000000000000000000,0
6366,8980735000.00000000000000000000,0
6367,8980824000.00000000000000000000,9
6368,8980914000.00000000000000000000,[0D]
6369,8981004000.00000000000000000000,[0A]
6370,8982491000.00000000000000000000,+
6371,8982580000.00000000000000000000,+
6372,8982670000.00000000000000000000, 
6373,8982760000.00000000000000000000,P
6374,8982849000.00000000000000000000,V
6375,8982939000.00000000000000000000,I
6376,8983028000.00000000000000000000,D
6377,8983118000.00000000000000000000,:
6378,8983208000.00000000000000000000, 
6379,8983297000.00000000000000000000,0
6380,8983387000.00000000000000000000,x
6381,8983476000.00000000000000000000,0
6382,8983566000.00000000000000000000,0
6383,8983656000.00000000000000000000,0
6384,8983745000.00000000000000000000,0
6385,8983835000.00000000000000000000,0
6386,8983924000.00000000000000000000,0
6387,8984014000.00000000000000000000,0
6388,8984104000.00000000000000000000,b
6389,8984193000.00000000000000000000,,
6390,8984283000.00000000000000000000, 
6391,8984372000.00000000000000000000,b
6392,8984462000.00000000000000000000,i
6393,8984552000.00000000000000000000,t
6394,8984641000.00000000000000000000,m
6395,8984731000.00000000000000000000,a
6396,8984820000.00000000000000000000,p
6397,8984910000.00000000000000000000,:
6398,8985000000.00000000000000000000, 
6399,8985089000.00000000000000000000,0
6400,8985179000.00000000000000000000,x
6401,8985268000.00000000000000000000,0
6402,8985358000.00000000000000000000,0
6403,8985448000.00000000000000000000,0
6404,8985537000.00000000000000000000,0
6405,8985627000.00000000000000000000,0
6406,8985716000.00000000000000000000,0
6407,8985806000.00000000000000000000,1
6408,8985896000.00000000000000000000,f
6409,8985985000.00000000000000000000,[0D]
6410,8986075000.00000000000000000000,[0A]
6411,8991558000.00000000000000000000,+
6412,8991648000.00000000000000000000,+
6413,8991738000.00000000000000000000, 
6414,8991827000.00000000000000000000,P
6415,8991917000.00000000000000000000,V
6416,8992006000.00000000000000000000,I
6417,8992096000.00000000000000000000,D
6418,8992186000.00000000000000000000,:
6419,8992275000.00000000000000000000, 
6420,8992365000.00000000000000000000,0
6421,8992454000.00000000000000000000,x
6422,8992544000.00000000000000000000,0
6423,8992634000.00000000000000000000,0
6424,8992723000.00000000000000000000,0
6425,8992813000.00000000000000000000,0
6426,8992902000.00000000000000000000,0
6427,8992992000.00000000000000000000,0
6428,8993082000.00000000000000000000,0
6429,8993171000.00000000000000000000,3
6430,8993261000.00000000000000000000,,
6431,8993350000.00000000000000000000, 
6432,8993440000.00000000000000000000,b
6433,8993530000.00000000000000000000,i
6434,8993619000.00000000000000000000,t
6435,8993709000.00000000000000000000,m
6436,8993798000.00000000000000000000,a
6437,8993888000.00000000000000000000,p
6438,8993978000.00000000000000000000,:
6439,8994067000.00000000000000000000, 
6440,8994157000.00000000000000000000,0
6441,8994246000.00000000000000000000,x
6442,8994336000.00000000000000000000,0
6443,8994426000.00000000000000000000,0
6444,8994515000.00000000000000000000,0
6445,8994605000.00000000000000000000,0
6446,8994694000.00000000000000000000,0
6447,8994784000.00000000000000000000,0
6448,8994874000.00000000000000000000,1
6449,8994963000.00000000000000000000,f
6450,8995053000.00000000000000000000,[0D]
6451,8995142000.00000000000000000000,[0A]
6452,9000626000.00000000000000000000,+
6453,9000715000.00000000000000000000,+
6454,9000805000.00000000000000000000, 
6455,9000895000.00000000000000000000,P
6456,9000984000.00000000000000000000,V
6457,9001074000.00000000000000000000,I
6458,9001163000.00000000000000000000,D
6459,9001253000.00000000000000000000,:
6460,9001343000.00000000000000000000, 
6461,9001432000.00000000000000000000,0
6462,9001522000.00000000000000000000,x
6463,9001611000.00000000000000000000,0
6464,9001701000.00000000000000000000,0
6465,9001791000.00000000000000000000,0
6466,9001880000.00000000000000000000,0
6467,9001970000.00000000000000000000,0
6468,9002059000.00000000000000000000,0
6469,9002149000.00000000000000000000,0
6470,9002239000.00000000000000000000,5
6471,9002328000.00000000000000000000,,
6472,9002418000.00000000000000000000, 
6473,9002507000.00000000000000000000,b
6474,9002597000.00000000000000000000,i
6475,9002687000.00000000000000000000,t
6476,9002776000.00000000000000000000,m
6477,9002866000.00000000000000000000,a
6478,9002955000.00000000000000000000,p
6479,9003045000.00000000000000000000,:
6480,9003135000.00000000000000000000, 
6481,9003224000.00000000000000000000,0
6482,9003314000.00000000000000000000,x
6483,9003403000.00000000000000000000,0
6484,9003493000.00000000000000000000,0
6485,9003583000.00000000000000000000,0
6486,9003672000.00000000000000000000,0
6487,9003762000.00000000000000000000,0
6488,9003851000.00000000000000000000,0
6489,9003941000.00000000000000000000,1
6490,9004031000.00000000000000000000,f
6491,9004120000.00000000000000000000,[0D]
6492,9004210000.00000000000000000000,[0A]
6493,9009684000.00000000000000000000,+
6494,9009774000.00000000000000000000,+
6495,9009864000.00000000000000000000, 
6496,9009953000.00000000000000000000,P
6497,9010043000.00000000000000000000,V
6498,9010132000.00000000000000000000,I
6499,9010222000.00000000000000000000,D
6500,9010312000.00000000000000000000,:
6501,9010401000.00000000000000000000, 
6502,9010491000.00000000000000000000,0
6503,9010580000.00000000000000000000,x
6504,9010670000.00000000000000000000,0
6505,9010760000.00000000000000000000,0
6506,9010849000.00000000000000000000,0
6507,9010939000.00000000000000000000,0
6508,9011028000.00000000000000000000,0
6509,9011118000.00000000000000000000,0
6510,9011208000.00000000000000000000,0
6511,9011297000.00000000000000000000,7
6512,9011387000.00000000000000000000,,
6513,9011476000.00000000000000000000, 
6514,9011566000.00000000000000000000,b
6515,9011656000.00000000000000000000,i
6516,9011745000.00000000000000000000,t
6517,9011835000.00000000000000000000,m
6518,9011924000.00000000000000000000,a
6519,9012014000.00000000000000000000,p
6520,9012104000.00000000000000000000,:
6521,9012193000.00000000000000000000, 
6522,9012283000.00000000000000000000,0
6523,9012372000.00000000000000000000,x
6524,9012462000.00000000000000000000,0
6525,9012552000.00000000000000000000,0
6526,9012641000.00000000000000000000,0
6527,9012731000.00000000000000000000,0
6528,9012820000.00000000000000000000,0
6529,9012910000.00000000000000000000,0
6530,9013000000.00000000000000000000,1
6531,9013089000.00000000000000000000,f
6532,9013179000.00000000000000000000,[0D]
6533,9013268000.00000000000000000000,[0A]
6534,9018752000.00000000000000000000,+
6535,9018841000.00000000000000000000,+
6536,9018931000.00000000000000000000, 
6537,9019021000.00000000000000000000,P
6538,9019110000.00000000000000000000,V
6539,9019200000.00000000000000000000,I
6540,9019289000.00000000000000000000,D
6541,9019379000.00000000000000000000,:
6542,9019469000.00000000000000000000, 
6543,9019558000.00000000000000000000,0
6544,9019648000.00000000000000000000,x
6545,9019737000.00000000000000000000,0
6546,9019827000.00000000000000000000,0
6547,9019917000.00000000000000000000,0
6548,9020006000.00000000000000000000,0
6549,9020096000.00000000000000000000,0
6550,9020185000.00000000000000000000,0
6551,9020275000.00000000000000000000,0
6552,9020365000.00000000000000000000,9
6553,9020454000.00000000000000000000,,
6554,9020544000.00000000000000000000, 
6555,9020633000.00000000000000000000,b
6556,9020723000.00000000000000000000,i
6557,9020813000.00000000000000000000,t
6558,9020902000.00000000000000000000,m
6559,9020992000.00000000000000000000,a
6560,9021081000.00000000000000000000,p
6561,9021171000.00000000000000000000,:
6562,9021261000.00000000000000000000, 
6563,9021350000.00000000000000000000,0
6564,9021440000.00000000000000000000,x
6565,9021529000.00000000000000000000,0
6566,9021619000.00000000000000000000,0
6567,9021709000.00000000000000000000,0
6568,9021798000.00000000000000000000,0
6569,9021888000.00000000000000000000,0
6570,9021977000.00000000000000000000,0
6571,9022067000.00000000000000000000,1
6572,9022157000.00000000000000000000,f
6573,9022246000.00000000000000000000,[0D]
6574,9022336000.00000000000000000000,[0A]
6575,9027434000.00000000000000000000,v
6576,9027524000.00000000000000000000,t
6577,9027613000.00000000000000000000,a
6578,9027703000.00000000000000000000,b
6579,9027792000.00000000000000000000,l
6580,9027882000.00000000000000000000,e
6581,9027972000.00000000000000000000, 
6582,9028061000.00000000000000000000,v
6583,9028151000.00000000000000000000,i
6584,9028240000.00000000000000000000,d
6585,9028330000.00000000000000000000,:
6586,9028420000.00000000000000000000, 
6587,9028509000.00000000000000000000,0
6588,9028599000.00000000000000000000,x
6589,9028688000.00000000000000000000,0
6590,9028778000.00000000000000000000,0
6591,9028868000.00000000000000000000,0
6592,9028957000.00000000000000000000,0
6593,9029047000.00000000000000000000,0
6594,9029136000.00000000000000000000,0
6595,9029226000.00000000000000000000,0
6596,9029316000.00000000000000000000,2
6597,9029405000.00000000000000000000,,
6598,9029495000.00000000000000000000, 
6599,9029584000.00000000000000000000,b
6600,9029674000.00000000000000000000,i
6601,9029764000.00000000000000000000,t
6602,9029853000.00000000000000000000,m
6603,9029943000.00000000000000000000,a
6604,9030032000.00000000000000000000,p
6605,9030122000.00000000000000000000, 
6606,9030212000.00000000000000000000,0
6607,9030301000.00000000000000000000,x
6608,9030391000.00000000000000000000,0
6609,9030480000.00000000000000000000,0
6610,9030570000.00000000000000000000,0
6611,9030660000.00000000000000000000,0
6612,9030749000.00000000000000000000,0
6613,9030839000.00000000000000000000,0
6614,9030928000.00000000000000000000,0
6615,9031018000.00000000000000000000,3
6616,9031108000.00000000000000000000,[0D]
6617,9031197000.00000000000000000000,[0A]
6618,9033536000.00000000000000000000,v
6619,9033625000.00000000000000000000,t
6620,9033715000.00000000000000000000,a
6621,9033805000.00000000000000000000,b
6622,9033894000.00000000000000000000,l
6623,9033984000.00000000000000000000,e
6624,9034073000.00000000000000000000, 
6625,9034163000.00000000000000000000,v
6626,9034253000.00000000000000000000,i
6627,9034342000.00000000000000000000,d
6628,9034432000.00000000000000000000,:
6629,9034521000.00000000000000000000, 
6630,9034611000.00000000000000000000,0
6631,9034701000.00000000000000000000,x
6632,9034790000.00000000000000000000,0
6633,9034880000.00000000000000000000,0
6634,9034969000.00000000000000000000,0
6635,9035059000.00000000000000000000,0
6636,9035149000.00000000000000000000,0
6637,9035238000.00000000000000000000,0
6638,9035328000.00000000000000000000,0
6639,9035417000.00000000000000000000,4
6640,9035507000.00000000000000000000,,
6641,9035597000.00000000000000000000, 
6642,9035686000.00000000000000000000,b
6643,9035776000.00000000000000000000,i
6644,9035865000.00000000000000000000,t
6645,9035955000.00000000000000000000,m
6646,9036045000.00000000000000000000,a
6647,9036134000.00000000000000000000,p
6648,9036224000.00000000000000000000, 
6649,9036313000.00000000000000000000,0
6650,9036403000.00000000000000000000,x
6651,9036493000.00000000000000000000,0
6652,9036582000.00000000000000000000,0
6653,9036672000.00000000000000000000,0
6654,9036761000.00000000000000000000,0
6655,9036851000.00000000000000000000,0
6656,9036941000.00000000000000000000,0
6657,9037030000.00000000000000000000,0
6658,9037120000.00000000000000000000,5
6659,9037209000.00000000000000000000,[0D]
6660,9037299000.00000000000000000000,[0A]
6661,9039629000.00000000000000000000,v
6662,9039718000.00000000000000000000,t
6663,9039808000.00000000000000000000,a
6664,9039897000.00000000000000000000,b
6665,9039987000.00000000000000000000,l
6666,9040077000.00000000000000000000,e
6667,9040166000.00000000000000000000, 
6668,9040256000.00000000000000000000,v
6669,9040345000.00000000000000000000,i
6670,9040435000.00000000000000000000,d
6671,9040525000.00000000000000000000,:
6672,9040614000.00000000000000000000, 
6673,9040704000.00000000000000000000,0
6674,9040793000.00000000000000000000,x
6675,9040883000.00000000000000000000,0
6676,9040973000.00000000000000000000,0
6677,9041062000.00000000000000000000,0
6678,9041152000.00000000000000000000,0
6679,9041241000.00000000000000000000,0
6680,9041331000.00000000000000000000,0
6681,9041421000.00000000000000000000,0
6682,9041510000.00000000000000000000,6
6683,9041600000.00000000000000000000,,
6684,9041689000.00000000000000000000, 
6685,9041779000.00000000000000000000,b
6686,9041869000.00000000000000000000,i
6687,9041958000.00000000000000000000,t
6688,9042048000.00000000000000000000,m
6689,9042137000.00000000000000000000,a
6690,9042227000.00000000000000000000,p
6691,9042316000.00000000000000000000, 
6692,9042406000.00000000000000000000,0
6693,9042496000.00000000000000000000,x
6694,9042585000.00000000000000000000,0
6695,9042675000.00000000000000000000,0
6696,9042764000.00000000000000000000,0
6697,9042854000.00000000000000000000,0
6698,9042944000.00000000000000000000,0
6699,9043033000.00000000000000000000,0
6700,9043123000.00000000000000000000,0
6701,9043212000.00000000000000000000,7
6702,9043302000.00000000000000000000,[0D]
6703,9043392000.00000000000000000000,[0A]
6704,9046644000.00000000000000000000,v
6705,9046734000.00000000000000000000,t
6706,9046823000.00000000000000000000,a
6707,9046913000.00000000000000000000,b
6708,9047003000.00000000000000000000,l
6709,9047092000.00000000000000000000,e
6710,9047182000.00000000000000000000, 
6711,9047271000.00000000000000000000,v
6712,9047361000.00000000000000000000,i
6713,9047451000.00000000000000000000,d
6714,9047540000.00000000000000000000,:
6715,9047630000.00000000000000000000, 
6716,9047719000.00000000000000000000,0
6717,9047809000.00000000000000000000,x
6718,9047899000.00000000000000000000,0
6719,9047988000.00000000000000000000,0
6720,9048078000.00000000000000000000,0
6721,9048167000.00000000000000000000,0
6722,9048257000.00000000000000000000,0
6723,9048347000.00000000000000000000,0
6724,9048436000.00000000000000000000,0
6725,9048526000.00000000000000000000,8
6726,9048615000.00000000000000000000,,
6727,9048705000.00000000000000000000, 
6728,9048795000.00000000000000000000,b
6729,9048884000.00000000000000000000,i
6730,9048974000.00000000000000000000,t
6731,9049063000.00000000000000000000,m
6732,9049153000.00000000000000000000,a
